Province,Participant,Audio,Clip,question_s,question_e,Spanish
BA,IW - P6BA clip 7.wav.mp3,clip 7,¿Qué es lo más divertido que haces con tu familia y que no haces con tus amigos?,,,
BA,IW - P6BA clip 8.wav.mp3,clip 8,"¿Sientes que tienes algo en particular que te identifique por ser de esta región de esta ciudad a ti y a tus amigos, a tus familiares?",,,
BA,IW - P6BA clip 9.wav.mp3,clip 9,¿Será que tienes algún interés o algún pasatiempos que otras personas no lo tengan o no lo vean normal?,,,
BA,IW - P7BA clip 1.wav.mp3,clip 1,¿Tienes algún apodo o nombre que prefieras?,,,
BA,IW - P7BA clip 10.wav.mp3,clip 10,¿Cómo te va este semestre y qué estudias?,,,
BA,IW - P7BA clip 11.wav.mp3,clip 11,¿Cómo eran los semestres anteriores?,,,
BA,IW - P7BA clip 12.wav.mp3,clip 12,¿Cuáles son tus planes a futuro?,,,
BA,IW - P7BA clip 2.wav.mp3,clip 2,¿El diplomado en qué lo vas a hacer?,,,
BA,IW - P7BA clip 3.wav.mp3,clip 3,¿Tienes o has tenido algún profesor favorito? ¿Por qué?,,,
BA,IW - P7BA clip 4.wav.mp3,clip 4,¿Cuál es la diferencia entre tú y ella?,,,
BA,IW - P7BA clip 5.wav.mp3,clip 5,¿Cómo describes tu personalidad?,,,
BA,IW - P7BA clip 6.wav.mp3,clip 6,¿Cómo la describes a ella?,,,
BA,IW - P7BA clip 7.wav.mp3,clip 7,¿Tú naciste aquí en Barranquilla?,,,
BA,IW - P7BA clip 8.wav.mp3,clip 8,¿Cuál sería la diferencia entre las personas de Sincelejo y las personas de aquí de Barranquilla?,,,
BA,IW - P7BA clip 9.wav.mp3,clip 9,¿Qué crees tú que deberían saber los extranjeros sobre Colombia o los colombianos?,,,
BA,IW - P8BA clip 1.wav.mp3,clip 1,¿Cuándo te presentas dices tu apodo o tu nombre?,,,
BA,IW - P8BA clip 10.wav.mp3,clip 10,¿Qué estás estudiando aquí en la universidad y cómo te va?,,,
BA,IW - P8BA clip 2.wav.mp3,clip 2,¿Tienes algún profesor favorito en francés o no tienes? El francés es el idioma favorito de ella,,,
BA,IW - P8BA clip 3.wav.mp3,clip 3,¿Qué libros están leyendo con el profesor de inglés?,,,
BA,IW - P8BA clip 4.wav.mp3,clip 4,¿Tienes algún recuerdo memorable del colegio o de la universidad?,,,
BA,IW - P8BA clip 5.wav.mp3,clip 5,¿Piensas que en el futuro te vas a quedar aquí o vas a salir del país?,,,
BA,IW - P8BA clip 6.wav.mp3,clip 6,¿A dónde te gustaría ir?,,,
BA,IW - P8BA clip 7.wav.mp3,clip 7,¿Quieres enseñar francés cuando termines?,,,
BA,IW - P8BA clip 8.wav.mp3,clip 8,¿Por qué no te gustaría vivir en tu ciudad actual?,,,
BA,IW - P8BA clip 9.wav.mp3,clip 9,¿Cómo defines tu personalidad?,,,
BA,IW - P9BA clip 1.wav.mp3,clip 1,¿Tienes algún plan a futuro con esa carrera?,,,
BA,IW - P9BA clip 2.wav.mp3,clip 2,¿Tienes algún profesor favorito en la universidad?,,,
BA,IW - P9BA clip 3.wav.mp3,clip 3,¿Cuándo te mudaste a Barranquilla y por qué?,,,
BA,IW - P9BA clip 4.wav.mp3,clip 4,¿Te gusta Barranquilla?,,,
BA,IW - P9BA clip 5.wav.mp3,clip 5,¿Cuál es la diferencia entre las personas de Ibagué y las de aquí de Barranquilla?,,,
BA,IW - P9BA clip 6 .wav.mp3,clip 6,¿Crees que el hecho de que eres introvertida es una barrera para conseguir amigos o te abre posibilidades?,,,
BA,IW - P9BA clip 7.wav.mp3,clip 7,¿Qué hacen las personas cuando te escuchan hablar? ¿Saben que no eres de Barranquilla?,,,
BA,IW - P9BA clip 8.wav.mp3,clip 8,¿Cómo crees tú que las otras personas ven a los costeños? Teniendo en cuenta que no eres de aquí pero has estado viviendo por 3 años en la ciudad.,,,
BA,IW - P9BA clip 9.wav.mp3,clip 9,¿Qué le dirías a un extranjero sobre Colombia?,,,
